Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2020-01-02,5.971409797668457,5.971409797668457,5.892010445596926,5.942537349164542,237536000
2020-01-03,5.8758320808410645,5.919638999446525,5.8267982408176024,5.851688546269411,205384000
2020-01-06,5.900473117828369,5.905700039221264,5.756359156713934,5.782493763678408,262636000
2020-01-07,5.971908092498779,6.017706082693678,5.88379672631697,5.928847945646861,314856000
2020-01-08,5.983109474182129,6.024427319235009,5.927604405101761,5.967677473638778,277108000
2020-01-09,6.048818588256836,6.121249187426067,5.9950558356906445,6.069477507253272,255112000
2020-01-10,6.081175327301025,6.186460989072398,6.066988106452884,6.156095000345665,316296000
2020-01-13,6.2718353271484375,6.296974398363853,6.14165934572188,6.1643098136228245,319840000
2020-01-14,6.154852390289307,6.254413153166225,6.141660227216452,6.229024838180974,359088000
2020-01-15,6.112287998199463,6.1899455131991035,6.086402159866249,6.16754428868986,263104000
2020-01-16,6.195919036865234,6.201892728222069,6.14240505473656,6.16580181474124,284192000
2020-01-17,6.204632759094238,6.222553839484153,6.157092451558524,6.215086603969226,253792000
2020-01-21,6.17127799987793,6.204879835864673,6.137178158466554,6.168042151475357,217916000
2020-01-22,6.225289821624756,6.311907638823189,6.19766167564839,6.216578286834284,239240000
2020-01-23,6.293738842010498,6.302201612851046,6.1765062509303945,6.265364395269904,244516000
2020-01-24,6.234497547149658,6.459007263527305,6.1802368071465645,6.409226672291954,373512000
2020-01-27,5.978629112243652,6.029654028501746,5.7802538998042525,5.92984403404607,470536000
2020-01-28,6.172024726867676,6.204381786434849,5.991321394689155,6.044586611311332,310976000
2020-01-29,6.111541748046875,6.19367941361647,6.071716979375738,6.157588498886928,258848000
2020-01-30,6.118261814117432,6.131702738993476,5.9587158710105355,6.013722922529771,290504000
2020-01-31,5.884792327880859,6.084411825677321,5.842976956920806,6.07246444119071,370420000
2020-02-03,5.981864929199219,6.001279074420457,5.860400477267656,5.866622935364559,255564000
2020-02-04,6.151118278503418,6.170284134023084,6.07370998442975,6.123739366569737,271544000
2020-02-05,6.24146842956543,6.2822882593568,6.158085988326266,6.2720831832232005,208220000
2020-02-06,6.328335762023926,6.328335762023926,6.194675644500358,6.275817783033483,218284000
2020-02-07,6.26212739944458,6.310414462729095,6.2367390915720655,6.288262003363611,189752000
2020-02-10,6.545377731323242,6.546124027329759,6.279798897492714,6.284777052660866,529608000
